15:19:05,477	9,940725	-0,05746084	-0,2681506
15:19:05,517	10,20888	-0,1532289	0,07661445
15:19:05,559	10,28549	0,07661445	-0,03830723
15:19:05,598	10,17057	-0,2298434	0,03830723
15:19:05,639	9,787497	-0,05746084	-0,2106898
15:19:05,682	9,500193	-0,1532289	-0,344765
15:19:05,723	9,270349	-0,248997	-0,3830723
15:19:05,763	9,80665	0,05746084	-0,3256114
15:19:05,804	10,09395	-0,2873042	-0,1532289
15:19:05,845	10,22803	0,07661445	-0,1532289
15:19:05,885	10,49618	-0,2681506	0,09576806
15:19:05,926	9,921572	0,1149217	-0,2298434
15:19:05,968	9,730036	-0,2106898	-0,248997
15:19:06,009	9,174581	-0,09576806	-0,2298434
15:19:06,048	9,423578	0,09576806	-0,3639187
15:19:06,120	10,36211	-0,1723825	-0,248997
15:19:06,165	9,883265	-0,2681506	0,01915361
15:19:06,208	10,45787	0,1723825	-0,07661445
15:19:06,249	10,24718	-0,1723825	-0,07661445
15:19:06,290	9,998186	-0,07661445	0,03830723
15:19:06,330	9,730036	-0,1915361	-0,344765
15:19:06,371	9,32781	-0,1149217	-0,3830723
15:19:06,415	9,519346	-0,1532289	-0,2681506
15:19:06,455	9,883265	-0,1532289	-0,3256114
15:19:06,495	10,34295	0,1149217	-0,1149217
15:19:06,541	10,43872	-0,2873042	0,1532289
15:19:06,582	9,902418	0,01915361	-0,1723825
15:19:06,623	9,500193	-0,09576806	-0,3256114
15:19:06,664	9,232041	-0,2106898	-0,2298434
15:19:06,709	10,01734	-0,1340753	-0,2298434
15:19:06,752	10,28549	-0,2106898	0,2106898
15:19:06,792	10,05565	0,03830723	-0,1149217
15:19:06,833	10,01734	-0,2106898	-0,1149217
15:19:06,875	9,442732	-0,2681506	-0,3256114
15:19:06,915	9,461885	-0,248997	-0,4213795
15:19:06,955	9,461885	-0,3064578	-0,1723825
15:19:06,996	9,979033	0,1149217	-0,3256114
15:19:07,039	10,18972	0,1149217	-0,03830723
15:19:07,104	10,15141	0,03830723	-0,1723825
15:19:07,149	10,40041	0,1149217	-0,05746084
15:19:07,189	10,26634	-0,2106898	0,07661445
15:19:07,230	9,940725	0,07661445	-0,1149217
15:19:07,274	9,385271	-0,1149217	-0,3256114
15:19:07,314	9,308656	-0,1340753	-0,3639187
15:19:07,354	9,615114	-0,1149217	-0,4979939
15:19:07,395	9,940725	-0,2681506	-0,248997
15:19:07,436	10,22803	0,07661445	-0,1915361
15:19:07,476	10,30464	-0,1915361	0,01915361
15:19:07,517	10,11311	-0,03830723	-0,1340753
15:19:07,558	9,883265	-0,3064578	-0,3256114
15:19:07,599	9,423578	-0,1723825	-0,4405331
15:19:07,645	9,461885	-0,05746084	-0,1915361
15:19:07,683	9,710882	-0,1149217	-0,248997
15:19:07,723	10,17057	0,1340753	-0,07661445
15:19:07,764	10,34295	-0,1915361	0,09576806
15:19:07,809	9,634268	-0,1340753	-0,3064578
15:19:07,850	9,672575	-0,3256114	-0,3064578
15:19:07,891	9,366117	-0,2106898	-0,2873042
15:19:07,931	9,519346	-0,01915361	-0,3830723
15:19:07,972	9,844957	-0,3639187	-0,09576806
15:19:08,013	10,15141	0,05746084	-0,1532289
15:19:08,053	10,38126	-0,2106898	0,09576806
15:19:08,089	9,500193	-0,07661445	-0,3639187
15:19:08,119	10,11311	-0,1723825	-0,1532289
15:19:08,161	10,47703	-0,05746084	-0,1723825
15:19:08,201	10,36211	-0,2681506	0,05746084
15:19:08,241	9,883265	-0,05746084	-0,1532289
15:19:08,282	9,634268	-0,2681506	-0,2681506
15:19:08,325	9,212888	-0,1532289	-0,344765
15:19:08,363	9,423578	-0,07661445	-0,4213795
15:19:08,404	9,653421	-0,2681506	-0,1149217
15:19:08,445	10,28549	0,05746084	-0,2106898
15:19:08,485	10,47703	-0,1340753	0,03830723
15:19:08,526	10,34295	-0,1149217	-0,1340753
15:19:08,569	10,0748	-0,2681506	-0,1532289
15:19:08,608	9,461885	-0,07661445	-0,3064578
15:19:08,648	9,576807	-0,1532289	-0,3064578
15:19:08,689	9,366117	-0,05746084	-0,2873042
15:19:08,730	9,844957	-0,03830723	-0,4788404
15:19:08,788	10,09395	-0,248997	-0,2106898
15:19:08,839	9,481039	-0,248997	-0,2681506
15:19:08,877	10,11311	0,03830723	-0,1915361
15:19:08,917	10,26634	-0,1532289	-0,03830723
15:19:08,961	10,20888	0,01915361	-0,1723825
15:19:08,999	9,940725	-0,1915361	-0,1340753
15:19:09,040	9,576807	-0,1915361	-0,3064578
15:19:09,085	9,672575	-0,1532289	-0,4213795
15:19:09,126	9,864111	-0,3830723	-0,2106898
15:19:09,169	10,38126	0,01915361	-0,1340753
15:19:09,210	10,34295	-0,4022259	-0,05746084
15:19:09,250	9,979033	0,03830723	-0,05746084
15:19:09,291	9,749189	-0,1340753	-0,2298434
15:19:09,332	9,270349	-0,1340753	-0,4596867
